index,TYPE
9668,Break and Enter Commercial
145197,Mischief
712170,Theft of Bicycle
134138,Mischief
464004,Other Theft
147354,Mischief
629571,Theft from Vehicle
609065,Theft from Vehicle
368063,Other Theft
16935,Break and Enter Commercial
104269,Break and Enter Residential/Other
178180,Mischief
10213,Break and Enter Commercial
343725,Other Theft
273410,Offence Against a Person
185913,Mischief
201277,Mischief
225781,Offence Against a Person
674786,Theft from Vehicle
327709,Other Theft
529233,Theft from Vehicle
139303,Mischief
190769,Mischief
567443,Theft from Vehicle
319822,Other Theft
328254,Other Theft
726039,Theft of Bicycle
616754,Theft from Vehicle
279689,Other Theft
13350,Break and Enter Commercial
559717,Theft from Vehicle
30427,Break and Enter Commercial
380520,Other Theft
797117,Vehicle Collision or Pedestrian Struck (with Injury)
732787,Theft of Bicycle
440742,Other Theft
367496,Other Theft
710278,Theft of Bicycle
455797,Other Theft
355380,Other Theft
15350,Break and Enter Commercial
622780,Theft from Vehicle
579320,Theft from Vehicle
445950,Other Theft
244013,Offence Against a Person
259297,Offence Against a Person
499524,Theft from Vehicle
419951,Other Theft
675791,Theft from Vehicle
325890,Other Theft
268357,Offence Against a Person
424172,Other Theft
606231,Theft from Vehicle
193920,Mischief
789279,Vehicle Collision or Pedestrian Struck (with Injury)
675565,Theft from Vehicle
144108,Mischief
651166,Theft from Vehicle
490853,Theft from Vehicle
136560,Mischief
229493,Offence Against a Person
117659,Mischief
169682,Mischief
53621,Break and Enter Residential/Other
492747,Theft from Vehicle
185972,Mischief
537295,Theft from Vehicle
726779,Theft of Bicycle
328256,Other Theft
592127,Theft from Vehicle
670961,Theft from Vehicle
494293,Theft from Vehicle
518291,Theft from Vehicle
334117,Other Theft
302524,Other Theft
395886,Other Theft
722770,Theft of Bicycle
70654,Break and Enter Residential/Other
204485,Mischief
604754,Theft from Vehicle
591079,Theft from Vehicle
461755,Other Theft
682963,Theft from Vehicle
25585,Break and Enter Commercial
6653,Break and Enter Commercial
517706,Theft from Vehicle
350346,Other Theft
361531,Other Theft
13085,Break and Enter Commercial
255364,Offence Against a Person
634019,Theft from Vehicle
269291,Offence Against a Person
589866,Theft from Vehicle
193429,Mischief
706413,Theft of Bicycle
592233,Theft from Vehicle
107546,Break and Enter Residential/Other
793619,Vehicle Collision or Pedestrian Struck (with Injury)
660210,Theft from Vehicle
179063,Mischief
626144,Theft from Vehicle
355290,Other Theft
309833,Other Theft
757766,Theft of Vehicle
128713,Mischief
170861,Mischief
129975,Mischief
220759,Offence Against a Person
145137,Mischief
672674,Theft from Vehicle
476254,Other Theft
197976,Mischief
137550,Mischief
246685,Offence Against a Person
753867,Theft of Vehicle
536630,Theft from Vehicle
329984,Other Theft
269319,Offence Against a Person
297611,Other Theft
566290,Theft from Vehicle
220751,Offence Against a Person
280982,Other Theft
492353,Theft from Vehicle
256501,Offence Against a Person
196815,Mischief
603217,Theft from Vehicle
179198,Mischief
578636,Theft from Vehicle
565470,Theft from Vehicle
9595,Break and Enter Commercial
157853,Mischief
226631,Offence Against a Person
531199,Theft from Vehicle
129674,Mischief
606206,Theft from Vehicle
383538,Other Theft
548935,Theft from Vehicle
690643,Theft from Vehicle
216513,Offence Against a Person
467922,Other Theft
667353,Theft from Vehicle
684507,Theft from Vehicle
425362,Other Theft
292304,Other Theft
390867,Other Theft
1090,Break and Enter Commercial
191604,Mischief
375470,Other Theft
609667,Theft from Vehicle
533705,Theft from Vehicle
248153,Offence Against a Person
233362,Offence Against a Person
2635,Break and Enter Commercial
125757,Mischief
639850,Theft from Vehicle
224858,Offence Against a Person
192842,Mischief
124362,Mischief
611224,Theft from Vehicle
65663,Break and Enter Residential/Other
682893,Theft from Vehicle
521388,Theft from Vehicle
731904,Theft of Bicycle
505810,Theft from Vehicle
299489,Other Theft
525423,Theft from Vehicle
361401,Other Theft
436252,Other Theft
388859,Other Theft
15282,Break and Enter Commercial
448460,Other Theft
165114,Mischief
361471,Other Theft
326118,Other Theft
401606,Other Theft
756661,Theft of Vehicle
361542,Other Theft
489755,Theft from Vehicle
571869,Theft from Vehicle
236389,Offence Against a Person
230103,Offence Against a Person
284901,Other Theft
539924,Theft from Vehicle
267712,Offence Against a Person
244904,Offence Against a Person
102464,Break and Enter Residential/Other
31472,Break and Enter Commercial
488102,Theft from Vehicle
488056,Theft from Vehicle
458138,Other Theft
422480,Other Theft
499866,Theft from Vehicle
361459,Other Theft
362633,Other Theft
18558,Break and Enter Commercial
74349,Break and Enter Residential/Other
634128,Theft from Vehicle
97106,Break and Enter Residential/Other
38421,Break and Enter Commercial
282740,Other Theft
243046,Offence Against a Person
726761,Theft of Bicycle
422270,Other Theft
402312,Other Theft
478974,Theft from Vehicle
293494,Other Theft
457966,Other Theft
215917,Offence Against a Person
404450,Other Theft
277514,Offence Against a Person
593843,Theft from Vehicle
134265,Mischief
484133,Theft from Vehicle
773884,Theft of Vehicle
645704,Theft from Vehicle
228500,Offence Against a Person
447565,Other Theft
795035,Vehicle Collision or Pedestrian Struck (with Injury)
193557,Mischief
720955,Theft of Bicycle
104581,Break and Enter Residential/Other
625762,Theft from Vehicle
549765,Theft from Vehicle
78025,Break and Enter Residential/Other
588785,Theft from Vehicle
254598,Offence Against a Person
800420,Vehicle Collision or Pedestrian Struck (with Injury)
165577,Mischief
624579,Theft from Vehicle
38964,Break and Enter Commercial
155784,Mischief
725754,Theft of Bicycle
649746,Theft from Vehicle
594856,Theft from Vehicle
382828,Other Theft
518211,Theft from Vehicle
512024,Theft from Vehicle
576674,Theft from Vehicle
310054,Other Theft
256524,Offence Against a Person
800879,Vehicle Collision or Pedestrian Struck (with Injury)
119517,Mischief
380506,Other Theft
81250,Break and Enter Residential/Other
383994,Other Theft
424159,Other Theft
707986,Theft of Bicycle
425375,Other Theft
201259,Mischief
198849,Mischief
582787,Theft from Vehicle
589842,Theft from Vehicle
164016,Mischief
710180,Theft of Bicycle
789836,Vehicle Collision or Pedestrian Struck (with Injury)
129852,Mischief
541031,Theft from Vehicle
171181,Mischief
631852,Theft from Vehicle
275631,Offence Against a Person
141712,Mischief
760343,Theft of Vehicle
445124,Other Theft
61686,Break and Enter Residential/Other
574967,Theft from Vehicle
686038,Theft from Vehicle
601481,Theft from Vehicle
272606,Offence Against a Person
641380,Theft from Vehicle
698603,Theft from Vehicle
629122,Theft from Vehicle
411543,Other Theft
333265,Other Theft
658632,Theft from Vehicle
211562,Offence Against a Person
361231,Other Theft
146042,Mischief
402433,Other Theft
17634,Break and Enter Commercial
644935,Theft from Vehicle
216509,Offence Against a Person
659342,Theft from Vehicle
731999,Theft of Bicycle
5640,Break and Enter Commercial
4377,Break and Enter Commercial
574227,Theft from Vehicle
715206,Theft of Bicycle
732210,Theft of Bicycle
697732,Theft from Vehicle
52336,Break and Enter Residential/Other
311403,Other Theft
715096,Theft of Bicycle
367852,Other Theft
179492,Mischief
781660,Theft of Vehicle
560369,Theft from Vehicle
10145,Break and Enter Commercial
595258,Theft from Vehicle
407684,Other Theft
121443,Mischief
636907,Theft from Vehicle
412715,Other Theft
656506,Theft from Vehicle
181324,Mischief
139959,Mischief
234651,Offence Against a Person
692159,Theft from Vehicle
35576,Break and Enter Commercial
27795,Break and Enter Commercial
636599,Theft from Vehicle
73200,Break and Enter Residential/Other
590581,Theft from Vehicle
433874,Other Theft
614533,Theft from Vehicle
263709,Offence Against a Person
701948,Theft from Vehicle
234829,Offence Against a Person
732995,Theft of Bicycle
93512,Break and Enter Residential/Other
230571,Offence Against a Person
5185,Break and Enter Commercial
979,Break and Enter Commercial
29828,Break and Enter Commercial
370225,Other Theft
144497,Mischief
664728,Theft from Vehicle
195615,Mischief
589108,Theft from Vehicle
625694,Theft from Vehicle
499717,Theft from Vehicle
645246,Theft from Vehicle
298564,Other Theft
137101,Mischief
109957,Break and Enter Residential/Other
128372,Mischief
470011,Other Theft
21267,Break and Enter Commercial
661335,Theft from Vehicle
563069,Theft from Vehicle
34466,Break and Enter Commercial
439914,Other Theft
521819,Theft from Vehicle
516131,Theft from Vehicle
238693,Offence Against a Person
307072,Other Theft
410073,Other Theft
583788,Theft from Vehicle
737512,Theft of Bicycle
724225,Theft of Bicycle
632845,Theft from Vehicle
654962,Theft from Vehicle
113205,Break and Enter Residential/Other
136550,Mischief
155862,Mischief
466453,Other Theft
146336,Mischief
79434,Break and Enter Residential/Other
620796,Theft from Vehicle
387369,Other Theft
775018,Theft of Vehicle
651017,Theft from Vehicle
142494,Mischief
356426,Other Theft
148812,Mischief
582387,Theft from Vehicle
488187,Theft from Vehicle
86805,Break and Enter Residential/Other
241236,Offence Against a Person
359486,Other Theft
242544,Offence Against a Person
454880,Other Theft
578781,Theft from Vehicle
354529,Other Theft
563378,Theft from Vehicle
153074,Mischief
524260,Theft from Vehicle
723563,Theft of Bicycle
123200,Mischief
277072,Offence Against a Person
309432,Other Theft
257983,Offence Against a Person
524572,Theft from Vehicle
244456,Offence Against a Person
6535,Break and Enter Commercial
598899,Theft from Vehicle
790113,Vehicle Collision or Pedestrian Struck (with Injury)
453210,Other Theft
519001,Theft from Vehicle
632933,Theft from Vehicle
789193,Vehicle Collision or Pedestrian Struck (with Injury)
621315,Theft from Vehicle
284101,Other Theft
763352,Theft of Vehicle
111694,Break and Enter Residential/Other
113190,Break and Enter Residential/Other
603184,Theft from Vehicle
673110,Theft from Vehicle
386457,Other Theft
30451,Break and Enter Commercial
74755,Break and Enter Residential/Other
375662,Other Theft
572478,Theft from Vehicle
446068,Other Theft
136733,Mischief
409497,Other Theft
453233,Other Theft
504484,Theft from Vehicle
547887,Theft from Vehicle
431435,Other Theft
18593,Break and Enter Commercial
20653,Break and Enter Commercial
279401,Offence Against a Person
361278,Other Theft
170601,Mischief
705046,Theft from Vehicle
182034,Mischief
580369,Theft from Vehicle
142569,Mischief
651014,Theft from Vehicle
205750,Mischief
164421,Mischief
51564,Break and Enter Residential/Other
243439,Offence Against a Person
51610,Break and Enter Residential/Other
267711,Offence Against a Person
703044,Theft from Vehicle
466488,Other Theft
129251,Mischief
707421,Theft of Bicycle
624379,Theft from Vehicle
601210,Theft from Vehicle
504460,Theft from Vehicle
230186,Offence Against a Person
96960,Break and Enter Residential/Other
140282,Mischief
12933,Break and Enter Commercial
519506,Theft from Vehicle
209087,Mischief
177161,Mischief
201132,Mischief
335341,Other Theft
361253,Other Theft
584097,Theft from Vehicle
261694,Offence Against a Person
173184,Mischief
332334,Other Theft
185429,Mischief
23146,Break and Enter Commercial
673963,Theft from Vehicle
88720,Break and Enter Residential/Other
14099,Break and Enter Commercial
394234,Other Theft
758373,Theft of Vehicle
484793,Theft from Vehicle
9849,Break and Enter Commercial
769413,Theft of Vehicle
365572,Other Theft
332193,Other Theft
226222,Offence Against a Person
485494,Theft from Vehicle
364699,Other Theft
224604,Offence Against a Person
430141,Other Theft
117696,Mischief
712208,Theft of Bicycle
361334,Other Theft
768113,Theft of Vehicle
618580,Theft from Vehicle
159468,Mischief
194383,Mischief
386780,Other Theft
613806,Theft from Vehicle
482400,Theft from Vehicle
188659,Mischief
427565,Other Theft
172228,Mischief
562701,Theft from Vehicle
389423,Other Theft
583015,Theft from Vehicle
204711,Mischief
3371,Break and Enter Commercial
206159,Mischief
135343,Mischief
509921,Theft from Vehicle
437393,Other Theft
173562,Mischief
536421,Theft from Vehicle
476389,Other Theft
136510,Mischief
462862,Other Theft
435208,Other Theft
423921,Other Theft
121414,Mischief
594880,Theft from Vehicle
265780,Offence Against a Person
808087,Vehicle Collision or Pedestrian Struck (with Injury)
202183,Mischief
226273,Offence Against a Person
351995,Other Theft
537919,Theft from Vehicle
604429,Theft from Vehicle
557642,Theft from Vehicle
397579,Other Theft
678390,Theft from Vehicle
248366,Offence Against a Person
439847,Other Theft
640441,Theft from Vehicle
596828,Theft from Vehicle
773291,Theft of Vehicle
680220,Theft from Vehicle
442922,Other Theft
524328,Theft from Vehicle
734575,Theft of Bicycle
36965,Break and Enter Commercial
286402,Other Theft
701695,Theft from Vehicle
527600,Theft from Vehicle
407641,Other Theft
220168,Offence Against a Person
30674,Break and Enter Commercial
129637,Mischief
801769,Vehicle Collision or Pedestrian Struck (with Injury)
603443,Theft from Vehicle
36751,Break and Enter Commercial
418611,Other Theft
676434,Theft from Vehicle
123064,Mischief
653224,Theft from Vehicle
542714,Theft from Vehicle
353187,Other Theft
779235,Theft of Vehicle
14617,Break and Enter Commercial
614585,Theft from Vehicle
553190,Theft from Vehicle
634983,Theft from Vehicle
801893,Vehicle Collision or Pedestrian Struck (with Injury)
729788,Theft of Bicycle
8898,Break and Enter Commercial
791806,Vehicle Collision or Pedestrian Struck (with Injury)
725736,Theft of Bicycle
226274,Offence Against a Person
390279,Other Theft
483692,Theft from Vehicle
246606,Offence Against a Person
569943,Theft from Vehicle
70290,Break and Enter Residential/Other
130332,Mischief
120958,Mischief
427658,Other Theft
412241,Other Theft
790985,Vehicle Collision or Pedestrian Struck (with Injury)
436261,Other Theft
309692,Other Theft
433815,Other Theft
265604,Offence Against a Person
125245,Mischief
663144,Theft from Vehicle
203213,Mischief
568318,Theft from Vehicle
423258,Other Theft
434230,Other Theft
115443,Mischief
3670,Break and Enter Commercial
116557,Mischief
296826,Other Theft
134833,Mischief
657304,Theft from Vehicle
722839,Theft of Bicycle
690004,Theft from Vehicle
501012,Theft from Vehicle
132004,Mischief
424119,Other Theft
155526,Mischief
704964,Theft from Vehicle
285895,Other Theft
548213,Theft from Vehicle
231788,Offence Against a Person
614388,Theft from Vehicle
238390,Offence Against a Person
500651,Theft from Vehicle
511098,Theft from Vehicle
603389,Theft from Vehicle
134310,Mischief
546611,Theft from Vehicle
564674,Theft from Vehicle
290118,Other Theft
134362,Mischief
539499,Theft from Vehicle
140281,Mischief
113699,Break and Enter Residential/Other
476380,Other Theft
381130,Other Theft
297162,Other Theft
298106,Other Theft
342941,Other Theft
166474,Mischief
558000,Theft from Vehicle
